index,comment,additional_cost,functional_complaint,compatibility_issue,crashing,feature_removal,feature_request,network_problem,privacy_and_ethical_issue,resource_heavy,response_time,user_interface,safety,installation_issue,traffic_wasting,content,update_issue,other
3070,植入广告太多,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3071,比网页版更新滞后！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3072,登录个毛，马上删除，评论还要登录。,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3073,我觉得不行-_-||,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3074,里面的小编很垃圾，乱删帖子，就算你说的不违反规定，只要和其说法不对头就删，里面都是推广信息，而且很多变相宣传广告，慎用！不信自己看看里面推广广告，和推广软件多不多！,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3075,还行吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3076,垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3077,还可以,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3078,更新后没有左右滑动上下条信息，反馈后更新几期后也没有改善。,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3079,在我眼中，以任何方式方法迷惑、诱导用户安装其他软件的，都是垃圾。这个也是。果断让他下岗。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3080,要多垃圾新闻～无聊新闻～刷屏新闻～,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3081,垃圾，里面的新闻很假,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3082,垃圾，那么多广告，都忘了什么才是“头条”，你忘本了,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3083,半好半坏。有时候推荐的挺垃圾的。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3084,用两天你就会发现……很多广告！,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3085,还好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3086,还行，挺好的,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3087,老子用这个看新闻半年了，之前的版本都没事，就昨更新一个，一晚上睡觉的时候全部后台加载，有bug麻烦改咯，我也是程序员，像你们这么烂的软件测试过了没？赶紧让测试加紧测试吧，坑爹，其他人下载自己看着办吧，反正我的经历就在这摆着，这个版本我果断卸了，我不是故意捣乱，有图有真相,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3088,tmd，一晚上下载2G流量200M，全部是后台下载，狗P坑爹,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3089,^~^,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3090,你妹啊，怎么没房产频道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3091,有广告，360肯定收钱了，,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3092,相比其它软件费流量,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3093,还好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3094,大家有木有觉得头条编辑推荐的新闻价值在下降，现在更多的是广告和娱乐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3095,一般的垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3096,什么破软件 还带病毒，卸载以后它又自己安装上....,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3097,凑合着用吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3098,好卡呀。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3099,垃圾新闻，尽是一些黑人的新闻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3100,老是自动安装 装了还重启 垃级一个,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3101,这软件会获取用户隐私， 针对你经常关注的新闻，会有广告邮件发到你qq邮箱,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3102,不怎么样！失望。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3103,今日头条快成养生头条了…,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3104,不错,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3105,恶意扣费垃圾广告隐私盗取！,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3106,插件不好用,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3107,很好，新闻很及时，还有评论栏我很喜欢看。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3108,垃圾 自己的新闻评论根本不显示！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,娱乐新闻太多，我天天去了解这些八卦干嘛。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3110,bingdu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3111,非常差，别用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3112,更新的是个几把！！！新界面真他嘛难看！更他嘛难用！！！,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3113,难道没有人发现会有广告弹窗么？居然自动开始下载，还是什么美女视频之类的，关都关不掉，果断卸载之。。。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3114,总是卡，好烦,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3115,垃圾软件，净说些屌丝小事。没有国际时政要闻。果断卸载,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3116,为什么今日头条的桌面小工具一旦上下拖动就卡死了，而且必须重启手机才能恢复？希望刚快改善！我的手机是华为c8812e,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3117,感觉不错,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3118,太耗流量了！,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3119,用QQ登陆不了，那就算了，在分类随便点个等半天给你显示网络错误，我确定网络没问题的。这样也就算了，我给你们意见反馈总行吧！写好点发送，显示的不是成功而是网络错误。我郁闷，我就去打开百度新闻试试网络。可以啊！可见是软件垃圾。果断卸载！,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3120,"\卜呀:+:,505541-++-,3141-@+@1144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3121,请多报道其他的新闻，不要老是报苹果的新闻，OK？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3122,软件其实还不错，但是里面的内容很多时候有些滥竽充数的感觉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3123,尼玛 其实一直很喜欢的  但越更新越垃圾！刷新竟然总是提示：网络错误，请重试！ 重试N次还是这样？我去年买了个表！！！,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3124,居然有广告，，，，垃圾,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3125,你们没有发现，你们分享的新闻在电脑上打不开吗？希望官网可以解决这个问题。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,还行吧，,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3127,还可以吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3128,都给过好评，一直索要好评！很烦,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3129,怎么回事。现在使用老是自动退出！根本用不了！！！难道与其它软件有冲突吗？,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,愁，手机用着个看新闻死机两次了,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,还有段子一项，熟悉的朋友都知道是来自内涵段子的软件，一些词语都不可以使用，说不合法，比如老子用LZ城管用Cg等，为我们阅读带来很多障碍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3132,挺好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3133,不错的说,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3134,还头条呢，抄的,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3135,一般，还是搜狐好些内容多，。水军死全家。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3136,太耗流量，希望改进！,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3137,怎么没军事了，原来有的啊,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3138,不错  到分类中的国际怎么不见了,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3139,尼玛，居然把军事一栏给去掉了，是不是看不下去了，光谴责还不如不弄！,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3140,挺好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3141,很烂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3142,有胜于无。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3143,新闻阅读，还是zaker好。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3144,→_→哎呀我去，这评论真像是刷出来的，太美好了弄得老娘我都不敢下了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3145,后台上传用户数据，个人隐私需提高警惕！！！！,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3146,好不好呀，没试过,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3147,= =楼下假到爆,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3148,只因有广告，鄙视你，不下载,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3149,大家别装了。流氓软件。我卸载后依然有N个短信每日发送，垃圾垃圾垃圾,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3150,假新闻，知道什么意思吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3151,纯属浪费流量,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3152,给两星是因为方便！安装包太大了！能不能小点！！！,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3153,支付宝在搞什么？旧版本不让登录了，这个版本又总是“登录失败，请稍候再试“。还让不让人愉快的 使用手机支付宝了？,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3154,以前的旧版，这两天什么都点不开，也不知道怎么回事，下载个新版本，余额宝也点不开，退出账户后，再也登不上了，真是太不好用了，太烦了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3155,一星都不想给。信用分，经常用反而不涨，没用的反而拼命的涨。等了几个月了，心碎了。你自己看着办。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3156,安全度肯定比财付通要好，软件界面也比财付通好 ，但是不联网打开能够流畅进入，联网过后打开它又是黑屏有时卡顿，,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3157,删了几次下了几次，最新版本黑屏，只能用回9.6.0.041511版本,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3158,支付宝支付的时候一定要注意  第一次支付显示系统忙  不要支付第二次   两次都会给你扣钱  你要买的东西还是没买上会照样扣钱,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3159,越来越垃圾，不想说了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3160,越升级越打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3161,更新后无法进入！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3162,扫码付款产品设计者加个六位数的密码很麻烦吗？额度竟然2000以下不用密码，2000元很少吗？害得我被骗1800，真是忍不了，客服也是一套磕给你说，真规范，哼,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3163,更新完了黑屏，什么意思，,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3164,指纹支付又无法识别了 重新安装也一样,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,下载了到手机上不显示图标是怎么回事,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,为什么更新后  我手机用支付宝老死机,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3167,本来觉得挺好的，强行升级，还这么占内存，安卓用起来不方便！！！！,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3168,希望支付宝在添加个借贷功能,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3169,登录不上我靠不能付钱,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,支付宝什么情况，越更新内存越大，都不考虑手机有没有辣么多内存，功能太繁杂了，我只是想简单的转个帐而已，手机卡到进不去了，而且历史版本是不让用么，下个历史版本，一登录就要更新，那还有啥用？,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3171,以前一直认为支付宝挺好，现在更新后没有银行卡别人都不能转账给我。再也不能网购了 气死我了，卸载了,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3172,很好购物好方便,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3173,支付宝用的时候会自动重启，希望能改善一下,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,垃圾支付宝 占用大量内存 还无法搬到SD卡,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3175,安装只为了差评！马骗子！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3176,差评不解释~,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3177,烦人的东西,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3178,软件功能太全了！我只想付个款，收个款而已，你给我整那么全的功能干嘛呢？我要简化版的有吗？软件太大了，手机装不下了！,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3179,更新后根本就装不上……,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3180,活动初敬业到了活动最后一秒，可福气何在？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3181,好好做个支付软件吧，别把娱乐社交嵌入里面！！赞起来！,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3182,垃圾软件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3183,呵呵,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3184,除夕五福都集不齐   很不爽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3185,你丫就这么耍吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3186,坑爹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3187,垃圾，群众的力量,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3188,坑，坑，坑，马云耍猴！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3189,敬业把全国人民耍了！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3190,支付宝的摇一摇在哪？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3191,大年夜坑人，太没公德心了，提前说一下一共有多少张敬业福也好啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3192,qiu什么qiu，都tm骗人的，就这德行，也就淘宝没办法走其他渠道，剩下只用微信了，余额宝也都取出来，寒心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3193,一星也不想给，敬业福呢,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3194,垃圾，不要下,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3195,好友已删光，花了好几亿给自己招差评我也是醉了，留你还有用，但是这个好友功能我是不会用，让那些得了五福的人聊吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3196,怎么打不开？不会自动生成桌面图标！无法使用！气死人了！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,求换一张敬业福,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3198,就是安装不了，气死了,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3199,收不到好友信息，转账信息，怎么回事？,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,不能用，更新是为了用户，但用户用不了，支付宝知不知道的？软件发布前测试了吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3201,为什么新版更新无法安装，旧版用不了,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3202,强制我更新就算了，更新后又打不开，不能忍！这是强制不让我使用支付宝！下载旧版本也用不了！！！！！啊！！！要过年了别这么对我！！！！！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3203,TM的强制升级,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3204,以前的版本虽然偶尔会闪退，不过还是可以接受，现在强制要求更新，更新完之后卡死了，一打开就闪退，一打开过后手机就卡,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3205,强制升级无话可说。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3206,新版的不好用，打不开～打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3207,垃圾软件，坑爹货。骗钱的。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3208,好用的马云,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3209,用是挺好用的。。可内存太大了，每更新一次怎么越来越大呢,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3210,新版安装几十次不成功，果断安旧版本,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3211,新版的装不上,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3212,已经卸载装回老版本了，一个支付软件竟然有180多，有用的没用的一大堆。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3213,花呗额度不够愁死了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3214,我的花呗额度才500我买手机不够呀,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3215,泥马的垃圾，你知道9版以上就是一个垃圾软件吗？还非要强制升级。升级后用户体验极差，你就是一个垃圾流氓app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3216,不知为啥打不开呢？,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,我用三星note2，新版不能付款。以为手机问题恢复出厂设置也没用，刚才试用了一下86版本的，可以了！反馈好几天了，支付宝还没给我处理方法啊！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3218,重启一下手机又能用了，奇奇怪怪的。。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3219,升级了这个版本怎么小页面都打不开了！快点解决,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3220,我的也点不动，,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3221,怎么安装以前的版本啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3222,余额支付不能用了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,什么情况呀！我有时候给别人收款。别人不在身边一点收款就显示二维码屏幕还那么亮。还要在点击一下找人付款。都说了好几次了，都不改过来真是的。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3224,太坑人了一天三更新卡死了,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3225,打不开啊,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,一个第三方支付软件我不知道你搞这么多其他的东西干嘛，不如改名叫支付圈吧,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3227,不需要的功能太多了，太占内存，最烦人的是在通讯录的每个人上植入了转证窗口，你们到底想干什么？？？,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3228,"1多次出现闪退现象，2即使偶尔进入软件，显示的信息都是几天以前的信息。3内存增大，占用更多手机空间。4反应变慢。5下载安装提示安装包损坏，需要重新下载。
总结：不如早期的版本更好用一些，越升级越难用。",0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
3229,为什么闪退你妹,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3230,更新后太拉机了 转账都没了,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3231,客服，好的你赢了！！！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3232,还好我更新前都要看评论，果断不更,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3233,不是出9.1的吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3234,"感觉这么大一家公司就像没人一样，当你使用中遇到问题需要帮助的时候，却不知道该找谁！这就是中国的互联网企业和国外知名IT企业最大的差别！！马云成天在想着抢钱，抢钱，抢中国人的钱，可是服务呢？服务根上谈不上好！！！说白了，这个叫马云的长相怪异的男人并不值得广大中国网民尊敬。
做人，应该做一个让周围认识你，很远的不认识你的人都发自内心的尊敬你，马云做不到这一点，还自我感觉良好，很有点自以为是，很没劲。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3235,"最好分成两个版本，旧版为精简版，新版为加强版。
我喜欢用旧版，看评论还是大部分人喜欢旧版。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3236,不明白为什么支付宝现在越来越像微信，又是推荐店铺又是朋友圈聊天的，之所以不用微信就是觉得可以聊天不安全，可是支付宝现在也设计成这样,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3237,新版本！信用卡还款界面，真心不好用，,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3238,我想說，內存也太大了吧！,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3239,老版本不让用，逼着升级，可是搞这么多无用功能除了占内存有个毛用？华而不实！,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3240,口碑外卖进不去，我勒个去,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,真是越更新越垃圾！8.6以前的版本都不错，现在登陆老版本还登陆不上去，必须升级到9.2才能登陆，太无耻了，,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3242,升级了怎么都打不开，早知道不升级了。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3243,别人的软件是越做越小，你却越弄越大，你以为这是怀孩子呢？功能也没加强，阿里的技术部，软件研发人员就这么差劲吗？想要让软件走进人们的生活，软件却越做越远离人们，这。。。。。唉！,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3244,三星a7不知道怎么关闭支付宝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3245,更新更的都打不开了，一直显示无法使用，烦人！不想评星,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3246,来付款的，但是又强制更新，更新有显示低于之前版本，更新失败怎么办？？？,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3247,更新后  招财宝怎么打不开了。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3248,强制升级  垃圾,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3249,垃圾，认证系统太差劲了，完全不成熟就推出市场，信息采集不了充值都不能充值了，到底闹哪样，开发人员如何优化的，真心烦,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3250,更新后什么功能都没有了，不能用的朋友用老版本吧，在版本信息右侧，可以选择过去的版本。按提示下载，删除，安装，就可以了。,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3251,差评,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3252,为了更新，手机里面的东西快卸载完了!不要经常更新啊!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3253,我是为了给垃圾软件评一星来的，不如不升级,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3254,内存太大，小点就好了，转帐很方便，中评,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3255,我芝麻分600多分都没有花呗！别人的500多分就有了。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3256,账号注销后手机没有解绑气死我了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3257,红米Note2打开支付宝有时候会黑屏 然后显示程序未响应。大家是红米Note2有没有这种情况？,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3258,真心垃圾软件，可断se悼，搞老子慌乱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3259,我很庆幸自己更新升级！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3260,为什么总是要更新,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3261,没有以前的好，后悔升级,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3262,很不可喜欢新版，还我旧版，方便与安全是成反比的，为什么没有了宝令？,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3263,直接全删除，重新下载，再安装就好了！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3264,登不上,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3265,卸载后下载8.6版本登陆上去了，但我爸居然能正常登陆让我很不爽，公测是不是专门挑的存钱多的人?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3266,乱作什么，搞这破事出来骗下载量啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3267,怎么回事登陆不上去了呀？怎么办？,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,差评，不想多说了，妈蛋，更新还是提醒说我不符合公测版，我日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3269,真垃圾，登录不上。以后也不想用了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3270,靠，怎么回事啊？怎么就登不上啊？,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,更新了就登陆不上了，真恶心。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3272,草泥马不能用更新你MLGB啊！靠尼玛，老子还等着交学费那，垃圾软件,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3273,那我也是不能登录了。还我旧版啊！我根本就没想更新啊！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3274,下载的不能用，说不在公测内,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,登陆不上、提示内侧版本不能用、根本就没更新过、垃圾！！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3276,为啥更新之后用不成了，神马情况,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3277,支付宝突然不能上！！！！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3278,今天什么登录不了，叫重新下载，去哪里下载啊,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3279,草泥马，说我不在邀请范围之内不能登录,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3280,真的，一星都不想给，我的卡都绑在支付宝上面，一开始丢了一万多块钱，我就打电话让他们冻结了账户！银行卡也都挂失了，这可好，又丢了一万左右吧，银行提示，都是支付宝快捷支付的，人家就是不承认，行，昨天晚上又来信息了，少了二百四，他们说没记录，我把其中一张卡打开了，最高不是赔一百万嘛，我这三四万的太少，我在等等，反正天天丢，没事就在那卡里面存点，律师找好了都，坐等到时候赔钱喽、,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3281,臃肿不堪，只是个支付工具而已，非要搞成微信一样的社交软件。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
